ndex,thumbnail,name,description
405,https://archives.bulbagarden.net/media/upload/thumb/f/f4/0405Luxray.png/70px-0405Luxray.png,Luxray,strong weak frail frail slow light short guts intimidate rivalry electric  luxray 405 track pack vision lion shoulder mane half sclerae - inside object ability eyesight hunting male fur period energy quadrupedal head face time ring result ray lot order base view muzzle blunt hind eye star torso body electricity tail point back color ear x female foreleg leg offspring
406,https://archives.bulbagarden.net/media/upload/thumb/f/f9/0406Budew.png/70px-0406Budew.png,Budew,weak weak frail frail slow light short leaf guard natural cure poison point grass poison roselia budew 406 spring nose pollen pond spot arrival head face release pool type beginning theshortestgrass grass eye triangular bud winter rosebud bib vine top foot water
407,https://archives.bulbagarden.net/media/upload/thumb/b/b9/0407Roserade.png/70px-0407Roserade.png,Roserade,weak strong frail frail slow light short natural cure poison point technician grass poison  roserade 407 pattern mask bangle whip appearance left bipedalpokémonwith attire masquerade extension bouquet rose dancer prey male limb power arm thorn poison head face sepal tip andmasqueradeattire red aroma portion eye hand neck petal cape back feature hair foot female collar elegance toxin life
408,https://archives.bulbagarden.net/media/upload/thumb/0/07/0408Cranidos.png/70px-0408Cranidos.png,Cranidos,strong weak frail frail slow light short mold breaker sheer force rock rampardos cranidos 408 pattern opponent spike half year tree prowess prey dome arm blue head claw likepokémonresembling dinosaur stubbiness backward beak iris attacking forest jungle headbutt spiky likeaerodactyland intelligence body tail thepachycephalosaurus back foot
409,https://archives.bulbagarden.net/media/upload/thumb/1/1f/0409Rampardos.png/70px-0409Rampardos.png,Rampardos,strong weak frail frail slow light short mold breaker sheer force rock  rampardos 409 spike stupidity year tree nose hit object prey dome theory habitat skull one stripe reflex head time wrist people dinosaur steel strength jungle ofcranido eye knee neck butting rampardo brain tail attack helmet fossil foot collar
410,https://archives.bulbagarden.net/media/upload/thumb/1/11/0410Shieldon.png/70px-0410Shieldon.png,Shieldon,weak weak bulky frail slow light short soundproof sturdy rock steel bastiodon shieldon 410 year tree brow reptilianpokémon enemy habit root sign rim toe face trunk snout forest grass bump conflict hide damage back nature fossil
411,https://archives.bulbagarden.net/media/upload/thumb/b/b0/0411Bastiodon.png/70px-0411Bastiodon.png,Bastiodon,weak weak bulky bulky slow light short soundproof sturdy rock steel  bastiodon 411 aszuniceratopsand appearance spike bulldozer year nose gray corner habitat cross defense tusk spot growth head face middle outline plate cream ceratopsian grass eye triangular wall lip jaw body abulldozer tail line contrast attack shield back window fossil top ridge leg diamond
412,https://archives.bulbagarden.net/media/upload/thumb/e/e8/0412Burmy-Plant.png/70px-0412Burmy-Plant.png,Burmy,weak weak frail frail slow light short overcoat shed skin bug mothim wormadam wormadam-sandy wormadam-trash burmy 412 predator pair anime opponent material mouth remoraidi break larval cloak mud twig cheek weather spot sand cold head leave insulation silk beak dust building eye appendage body cloakburmy garbage variant top theanime leg antenna
413,https://archives.bulbagarden.net/media/upload/thumb/e/ee/0413Wormadam-Plant.png/70px-0413Wormadam-Plant.png,Wormadam,weak weak frail frail slow light short anticipation overcoat bug grass  wormadam 413 predator pair specie likepokémonwith pebble bagworm oval camouflage part ribbon cloak flower evolution arm defense fur chain energy coat withmothima skin plant sand head leave day insulation tip beak form building rock eye fusion ease structure body garbage counterpart color pecking antenna
413,https://archives.bulbagarden.net/media/upload/thumb/e/ee/0413Wormadam-Plant.png/70px-0413Wormadam-Plant.png,Wormadam-Sandy,weak weak frail frail slow light short anticipation overcoat bug ground  wormadam-sandy 413 predator pair specie likepokémonwith pebble bagworm oval camouflage part ribbon cloak flower evolution arm defense fur chain energy coat withmothima skin plant sand head leave day insulation tip beak form building rock eye fusion ease structure body garbage counterpart color pecking antenna
413,https://archives.bulbagarden.net/media/upload/thumb/e/ee/0413Wormadam-Plant.png/70px-0413Wormadam-Plant.png,Wormadam-Trash,weak weak frail frail slow light short anticipation overcoat bug steel  wormadam-trash 413 predator pair specie likepokémonwith pebble bagworm oval camouflage part ribbon cloak flower evolution arm defense fur chain energy coat withmothima skin plant sand head leave day insulation tip beak form building rock eye fusion ease structure body garbage counterpart color pecking antenna
414,https://archives.bulbagarden.net/media/upload/thumb/2/22/0414Mothim.png/70px-0414Mothim.png,Mothim,weak weak frail frail slow light short swarm tinted lens bug flying  mothim 414 pair specie likepokémonwith antennae mountain diet garden oval wing field moth male patch flower underside stripe head square hive tip steel orange eye honey move scale amoth body tail back counterpart top edge leg
415,https://archives.bulbagarden.net/media/upload/thumb/3/30/0415Combee.png/70px-0415Combee.png,Combee,weak weak frail frail slow light short honey gather hustle bug flying vespiquen combee 415 togeneration nectar mouth stripe sleep trio createhoneywherever forest wall other point marking whisker life antenna meet majority oval ability insectoidpokémon one spot v insectoid head face hive middle trouble swarm purpose orange cell body hexagon signature group area example kind sunrise forehead frame behavior consciousness generation asdugtrioanddodrio tip triangle size sphere flapping order abdoman nest flavor eye birth individual taste top queen thinker tree wing side abdomen threat wedge cave number honeycomb bee section combee'ssignatureability backside queenvespiquen honey sunset
416,https://archives.bulbagarden.net/media/upload/thumb/6/6c/0416Vespiquen.png/70px-0416Vespiquen.png,Vespiquen,weak weak frail frail slow light short pressure unnerve bug flying  vespiquen 416 pair baby teardrop queen segment specie likepokémonwith movesattack shoulder insect protrusion wing side death waist part gown mandible theescoffion babycombee abdomen escoffion arm flower forehead woman honeycomb bee head face claw hive action tip order grub abdoman nest centermost crown horn eye thorax cell front kindness honey ballgown move manner body line birth progeny back gem attach point pheromone reward outsider act headpiece life
417,https://archives.bulbagarden.net/media/upload/thumb/9/92/0417Pachirisu.png/70px-0417Pachirisu.png,Pachirisu,weak weak frail frail fast light short pickup run away volt absorb electric  pachirisu 417 curl likepokémonwith favoritefood spike mouth tree static charge pillow male power arm squirrel forehead cheek fur hole plant stripe way tint berry tip tire blueish human pouch furball round amount circle forest outskirt eye front body electricity line tail tooth food top puff leg
418,https://archives.bulbagarden.net/media/upload/thumb/b/b3/0418Buizel.png/70px-0418Buizel.png,Buizel,weak weak frail frail slow light short swift swim water veil water floatzel buizel 418 sea anime propeller sac male otter stomach arm underside cheek obstacle seaweed movement spot face fin tip order orange cream eye spinning neck body tail mark weasel surrounding back flotation female collar water
419,https://archives.bulbagarden.net/media/upload/thumb/1/1c/0419Floatzel.png/70px-0419Floatzel.png,Floatzel,strong weak frail frail fast light short swift swim water veil water  floatzel 419 sea teardrop pattern rest hamlet forelimb propeller - mouth finger oval sac rear shape kind prey hunting otter evolution arm water forehead capability spot rubber toe way head ring swimming fin tip triangle people coloration bottom comparison muzzle orange cream belly raft hand front body tail tooth food floatzel weasel fishing back rescue flotation foot result edge leg canine eyelid
420,https://archives.bulbagarden.net/media/upload/thumb/b/bc/0420Cherubi.png/70px-0420Cherubi.png,Cherubi,weak weak frail frail slow light short chlorophyll grass cherrim cherubi 420 sunlight likepokémonwith creature source tohoney function part cherubi stripe growth head face leave lot red detache cherry evolve eye honey body food nutrient taste foot term stem
421,https://archives.bulbagarden.net/media/upload/thumb/2/21/0421Cherrim.png/70px-0421Cherrim.png,Cherrim,weak weak frail frail slow light short flower gift grass  cherrim 421 sunlight scent green limb patch arm weather orb berry head condition bug sphere ray cherrim form light sprout cherry eye chest triangular petal neck bud body blossom back ornament hair top theweather leg stem
422,https://archives.bulbagarden.net/media/upload/thumb/6/65/0422Shellos-West.png/70px-0422Shellos-West.png,Shellos,weak weak frail frail slow light short sand force sticky hold storm drain water gastrodon shellos 422 land sea anime specie ocean population isolation appearance half likepokémonwhose event disposition diet flap protrusion knob oval nose anudibranch enemy speciation greasy seashore mechanism toshellder child relative gateway nudibranch water tentacle slug underside defense length capability skin -like ditto head face time change ring father shell asea form mantle eye sweat neck speciationevent lip body back fluid rhinophore color difference mother foot result formation gill
423,https://archives.bulbagarden.net/media/upload/thumb/c/c0/0423Gastrodon-West.png/70px-0423Gastrodon-West.png,Gastrodon,weak weak frail frail slow light short sand force sticky hold storm drain water ground  gastrodon 423 pair sea land population pupil dehydration flee rain half mountain - diet trail lump beach rear example cerata side speciation hour relative dismemberment tentacle slug underside ofshellderandcloyster weather past pre capability spot sand stripe -like head time pool fin shell asea form injury slime plate mantle eye neck body line food conflict back fluid mucus run edge leg life
424,https://archives.bulbagarden.net/media/upload/thumb/9/9d/0424Ambipom.png/70px-0424Ambipom.png,Ambipom,strong weak frail frail fast light short pickup skill link technician normal  ambipom 424 basis branch finger inside nose tree area dispute colony affection arrangement friendship arm head treetops time wrist ring people ambipom temperate human region forest balance purple speed hand eye strand triangular tail cuff ear hair top female frill
425,https://archives.bulbagarden.net/media/upload/thumb/f/ff/0425Drifloon.png/70px-0425Drifloon.png,Drifloon,weak weak frail frail slow light short aftermath flare boost unburden ghost flying drifblim drifloon 425 end anime cloud soul reputation aimless mouth heart protrusion side child tape afterlife mass arm spirit sound center company head face air middle people sighting base human balloon rumor hand eye weight body drifting feeling mark fluff location night x drifloon top result
426,https://archives.bulbagarden.net/media/upload/thumb/e/ea/0426Drifblim.png/70px-0426Drifblim.png,Drifblim,weak weak frail frail slow light short aftermath flare boost unburden ghost flying  drifblim 426 pattern cloud soul control altitude group quarter side evening prey aspect fuel afterlife wind arm direction center gas head song day flight people bottom rumor purple extrusion portion eye body mark point fan color regret semicircle x location top poem
427,https://archives.bulbagarden.net/media/upload/thumb/6/6c/0427Buneary.png/70px-0427Buneary.png,Buneary,weak weak frail frail slow light short klutz limber run away normal lopunny buneary 427 paw likepokémonwith half mountain nose boulder tan power arm underside sign fur technique spot -like actuality head type tip chocolate crush rabbit comparison forest ground eye triangular pelt pad grown body up danger tail attack hearing night ear increase foot train puff leg
428,https://archives.bulbagarden.net/media/upload/thumb/4/4b/0428Lopunny.png/70px-0428Lopunny.png,Lopunny,weak weak frail frail fast light short cute charm klutz limber normal  lopunny 428 end pattern segment likepokémonwith whip spring fighting pantyhose year band finger nose personality foe issue crest lopunny power fur coat -like muffler head wrist air ankle order rabbit fluffy steel tuft hat swing retaliation plate cream eye torso neck butterfly plenty body danger master tail instinct surrounding winter marking ear kick edge leg
429,https://archives.bulbagarden.net/media/upload/thumb/a/a5/0429Mismagius.png/70px-0429Mismagius.png,Mismagius,weak strong frail frail fast light short levitate ghost  mismagius 429 anime appearance disaster victim lake mouth lump extension side kind world cry misfortune cloak ghost one hallucination havoc happiness head capture letter spell tocapturemismagius tip sphere people people human tuft likepokémon hat purpose dream custom portion thorax noticing love body headache witch night mountainside home misery incantation life
430,https://archives.bulbagarden.net/media/upload/thumb/c/c5/0430Honchkrow.png/70px-0430Honchkrow.png,Honchkrow,strong strong frail frail slow light short insomnia moxie super luck dark flying  honchkrow 430 end member blow swamp spike sky attire sclerae fighting inside plumage wing scavenger crest failure cry hour avianpokémonwith darkness pitch beard toe growth solitude head flock hundredmurkrowto resemblance fedora beak base hat murder mob forest stalk summoner eye person chest neck cravat city tail food back finishing betrayal night town avian behalf plain foot feather boss moniker eyelid
431,https://archives.bulbagarden.net/media/upload/thumb/b/b6/0431Glameow.png/70px-0431Glameow.png,Glameow,weak weak frail frail slow light short keen eye limber own tempo normal purugly glameow 431 paw crescent opponent trainer ruff dancing spring area nose gray affection feline ribbon physique power underside quality movement battle head claw tip iris wild muzzle tendency eye neck pad tail fluff row nature fringe ear foot whisker chance leg eyelid
432,https://archives.bulbagarden.net/media/upload/thumb/6/6a/0432Purugly.png/70px-0432Purugly.png,Purugly,weak weak frail frail fast light short defiant own tempo thick fat normal  purugly 432 end pattern crescent area feline reason waist fur head zigzag nest forest purple portion eye tail nature ear whisker
433,https://archives.bulbagarden.net/media/upload/thumb/2/2f/0433Chingling.png/70px-0433Chingling.png,Chingling,weak weak frail frail slow light short levitate psychic chimecho chingling 433 end opponent opening mouth side cry arm frequency orb sound growth leg ring middle people bell tassel eye move body rope
434,https://archives.bulbagarden.net/media/upload/thumb/9/93/0434Stunky.png/70px-0434Stunky.png,Stunky,weak weak frail frail slow light short aftermath keen eye stench poison dark skuntank stunky 434 pair paw likepokémonwith inside stench rear side hour fur stripe -like face claw loss target order base tuft whisker liquid orange cream eye neck skunk attacker mileaway tail back ear hair mile foot run memory leg overa
435,https://archives.bulbagarden.net/media/upload/thumb/e/e6/0435Skuntank.png/70px-0435Skuntank.png,Skuntank,weak weak frail frail slow light short aftermath keen eye stench poison dark  skuntank 435 pattern smell - diet stench area nose skuntank rear side prey cat evolution underside fur hole pre stripe meal head face result tip coloration nest tuft bush mammalian liquid cream ground spiky belly skunk tail back fluid top foot whisker leg life
436,https://archives.bulbagarden.net/media/upload/thumb/7/7d/0436Bronzor.png/70px-0436Bronzor.png,Bronzor,weak weak frail frail slow light short heatproof heavy metal levitate steel psychic bronzong bronzor 436 pattern place branch herb - nose object reason crest power anherbor energy rim center tomb surface sphere ray x lore circle culture eye body path scientist back truth
437,https://archives.bulbagarden.net/media/upload/thumb/2/21/0437Bronzong.png/70px-0437Bronzong.png,Bronzong,weak weak frail frail slow light short heatproof heavy metal levitate steel psychic  bronzong 437 pattern cloud rain mountain construction mouth year nickname yoke warning side deity world ruin cry power arm hole range tolling time darker face bell iris bringer region harvest eye medium design body tooth story scientist row site marking top
438,https://archives.bulbagarden.net/media/upload/thumb/4/47/0438Bonsly.png/70px-0438Bonsly.png,Bonsly,weak weak frail frail slow light short rattled rock head sturdy rock sudowoodo bonsly 438 tear garden tree area enemy club crying luster habit flowerpot hole moisture guard mimic rim spot attention head face time stone middle type sphere environment round dot grass rock sweat eye body food bottle increase top foot leg
439,https://archives.bulbagarden.net/media/upload/thumb/2/2e/0439Mime_Jr.png/70px-0439Mime_Jr.png,Mime Jr.,weak weak frail frail slow light short filter soundproof technician psychic fairy mr. mime mime jr. 439 place dancing emotion nose foe stomach arm ball knack distraction face dance people order region form hat bump hand tap talent step other marketplace leg
440,https://archives.bulbagarden.net/media/upload/thumb/7/71/0440Happiny.png/70px-0440Happiny.png,Happiny,weak weak frail frail slow light short friend guard natural cure serene grace normal chansey happiny 440 specie anime appearance game half thing outgrowth egg band object habit imitatechanseyandblissey child cry aponytail forehead cheek one ponytail stripe growth head leveling stone people base pouch form circle bump move ease body counterpart tantrum hair top foot theanime boiledby
441,https://archives.bulbagarden.net/media/upload/thumb/b/b1/0441Chatot.png/70px-0441Chatot.png,Chatot,weak weak frail frail slow light short big pecks keen eye tangled feet normal flying  chatot 441 ruff word note rhythm plumage ability wing movechatter mechanism cry stomach water defense sound resemble head parakeet beak human speech avianpokémonsimilar metronome chest neck move body tail thecriesof tongue foot feather melody meaning eyelid
442,https://archives.bulbagarden.net/media/upload/thumb/3/39/0442Spiritomb.png/70px-0442Spiritomb.png,Spiritomb,weak weak frail frail slow light short infiltrator pressure ghost dark  spiritomb 442 anime crescent pupil appearance mouth year animealso shape ruin composition orb center spirit traveler misdeed face spell stone middle combination spiral punishment bottom wild dot purple rock thought eye sightedness rampage pursuit fog body crack collection curse vengeance
443,https://archives.bulbagarden.net/media/upload/thumb/6/68/0443Gible.png/70px-0443Gible.png,Gible,weak weak frail frail slow light short rough skin sand veil dragon ground gabite gible 443 jet specie anime member digger mountain fighting mouth heat area enemy male stomach abdomen arm past hole stripe cold head cavern metal tropic day middle clumsiness fin type dragon environment bottom dorsal nest play process engine horn neck jaw tail tooth resemblejetorplaneengine plane back winter chip top home edge person notch
444,https://archives.bulbagarden.net/media/upload/thumb/f/f2/0444Gabite.png/70px-0444Gabite.png,Gabite,weak weak frail frail slow light short rough skin sand veil dragon ground garchomp gabite 444 jet ultrasound creature gold spike sclerae protrusion mostillnesse object enemy side atextreme item home male limb abdomen arm underside skull wave pitch evencarbink demeanor cave stripe bead head claw wrist middle illness fin dragon bottom iris nest red form glass region treasure speed engine appendage hind eye temperature scale jaw blackscleraeandgoldcoloredirise tail tooth food resemblejetsorplaneengine property plane back gem collection itsscale foot notch predatory
445,https://archives.bulbagarden.net/media/upload/thumb/a/a8/0445Garchomp.png/70px-0445Garchomp.png,Garchomp,strong weak frail frail fast light short rough skin sand veil dragon ground  garchomp 445 den mouth sensor injure prey male underside energy asharktailfin air fin hammerhead star jaw melt plane point color edge notch gill gold appearance razor spike sclerae bipedal shape head sight middle flight underbelly sprout scythe horn hand body toinjureopponent ground drag pair jet opponent shoulder ajetorplane patch wind arm tip tailfin talon snout protuberance abdoman red region wild belly eye blade neck scale tooth row nature feature foot leg distance piece tree wing side bird shark blackscleraeand abdomen slit blue claw flock dorsal iris caution speed engine appendage knee ahammerhead tail food pride
446,https://archives.bulbagarden.net/media/upload/thumb/5/57/0446Munchlax.png/70px-0446Munchlax.png,Munchlax,weak weak frail frail slow light short gluttony pickup thick fat normal snorlax munchlax 446 place half mouth village teal stomach evolution fur spot dress toe head time serving bottom cream hand eye chest food tooth ear foot
447,https://archives.bulbagarden.net/media/upload/thumb/b/b2/0447Riolu.png/70px-0447Riolu.png,Riolu,weak weak frail frail slow light short inner focus prankster steadfast fighting lucario riolu 447 signature mask fighting heart aura ability journey power wave calledaura energy riolu'ssignature mind toe stamina head time endurance type human strength amount manipulate forepaw ingeneration bump appendage eye torso move body tail ripple back foot collar leg
448,https://archives.bulbagarden.net/media/upload/thumb/4/42/0448Lucario.png/70px-0448Lucario.png,Lucario,strong strong frail frail slow light short inner focus justified steadfast fighting steel  lucario 448 mouth prey energy training heartless rush each style lucario'ssignature quarry move mercy jaw manner being back color marking canine paw pack vision spike carnivore aura length addition head kilometer short form speech torso body instinct skill pair sense signature opponent likepokémonwith third shoulder mountain thigh heart rose part fur movement crimson toe sphere people snout chocolate human cream forepaw eye chest tooth ear mile foot bone diet justice power itsauravision plant information fur.[1]inkalo people manipulate appendage tail heighten manipulatesaura
449,https://archives.bulbagarden.net/media/upload/thumb/d/d3/0449Hippopotas.png/70px-0449Hippopotas.png,Hippopotas,weak weak frail frail slow light short sand force sand stream ground hippowdon hippopotas 449 place appearance desert group mouth coloring hippopotamus gender cost nostril prey male patch hole quadrupedal skin sand way cold head time claw day burrow snout blunt sweat eye germ body tail tooth back color measure ear night top foot water
450,https://archives.bulbagarden.net/media/upload/thumb/7/70/0450Hippowdon.png/70px-0450Hippowdon.png,Hippowdon,strong weak bulky frail slow light short sand force sand stream ground  hippowdon 450 likepokémonwith rest innew terrain desert display mouth gender gray relationship male hole port skin meter sand claw stone order snout withdwebble store strength violence peg blunt eye jaw body tooth room back agape drapion color twister car foot
451,https://archives.bulbagarden.net/media/upload/thumb/3/35/0451Skorupi.png/70px-0451Skorupi.png,Skorupi,weak weak frail frail slow light short battle armor keen eye sniper poison bug drapion skorupi 451 end segment desert year area effect prey ancestor arm stinger scorpion sand poison wait shade blue head nourishment claw sizzlipede eye temperature jaw body tail marking leg
452,https://archives.bulbagarden.net/media/upload/thumb/1/11/0452Drapion.png/70px-0452Drapion.png,Drapion,weak weak frail frail fast light short battle armor keen eye sniper poison dark  drapion 452 segment desert mouth protrusion fang build use shape foe fight power stinger skin scorpion toe havoc way head strike claw violet environment strength portion eye rampage jaw body tail lavender drapion back nature sword feature car armor temperament territory leg degree toxin pride
453,https://archives.bulbagarden.net/media/upload/thumb/a/ab/0453Croagunk.png/70px-0453Croagunk.png,Croagunk,weak weak frail frail slow light short anticipation dry skin poison touch poison fighting toxicroak croagunk 453 digit opponent swamp band finger area toseismitoad male cry arm dart cheek sound center poison toe ingredient company mascot pain pouch survival form frog eye chest ultramarine look tooth remedy croagunk other fluid nature marking thank
454,https://archives.bulbagarden.net/media/upload/thumb/6/61/0454Toxicroak.png/70px-0454Toxicroak.png,Toxicroak,strong weak frail frail slow light short anticipation dry skin poison touch poison fighting  toxicroak 454 end scratch pupil opponent appearance spike tonic mouth sinister finger area sac side sting foe toseismitoad part croak limb teal victory dart skull guard poison toe marsh head face claw ring forearm heel middle day snout snake form apoison view moist grass rock frog eye hand potency lip manner line body chin attack throat back foot leg water
455,https://archives.bulbagarden.net/media/upload/thumb/8/85/0455Carnivine.png/70px-0455Carnivine.png,Carnivine,strong weak frail frail slow light short levitate grass  carnivine 455 saliva pupil appearance insect branch carnivine mouth diet finger tree prey tentacle arm spot plant marsh leave day bug forest spiky eye tooth temper flytrap vine degree stem
456,https://archives.bulbagarden.net/media/upload/thumb/b/ba/0456Finneon.png/70px-0456Finneon.png,Finneon,weak weak frail frail slow light short storm drain swift swim water veil water lumineon finneon 456 predator pair fishlike sunlight appearance half area oval wing side camouflage prey school male length withlumineon spot stripe fish surface day diver fin result dorsal form resort eye butterfly body tail lobe night feature predatorwingull run water
457,https://archives.bulbagarden.net/media/upload/thumb/8/8c/0457Lumineon.png/70px-0457Lumineon.png,Lumineon,weak weak frail frail slow light short storm drain swift swim water veil water  lumineon 457 predator pair fishlike ocean band wing prey school patterning asstaryuandstarmie water behavior spot fish blue face seafloor surface fin tip eye chest butterfly scale body tail food marking home female edge eyelid
458,https://archives.bulbagarden.net/media/upload/thumb/2/28/0458Mantyke.png/70px-0458Mantyke.png,Mantyke,weak weak frail frail slow light short swift swim water absorb water veil water flying mantine mantyke 458 mantyke ocean antennae appearance boat beach school intomantine swimmer underside tour spot eyelash head face time surface current swimming fin outline ray region eye attacker body line activity back nature impression marking top water
459,https://archives.bulbagarden.net/media/upload/thumb/f/f0/0459Snover.png/70px-0459Snover.png,Snover,weak weak frail frail slow light short snow warning soundproof grass ice abomasnow snover 459 predator anime pack footprint third spike tree child cone male weather season head people order pinecone snoverberrie peak snow hand eye midsection temperature body tail settlement story point back whiteberriesgrow top foot result water
460,https://archives.bulbagarden.net/media/upload/thumb/1/14/0460Abomasnow.png/70px-0460Abomasnow.png,Abomasnow,weak weak frail frail slow light short snow warning soundproof grass ice  abomasnow 460 pack ice spike mountain mouth tree area boulder reason flower arm fur shaft head condition middle snowman pinecone base eyebrow foliage abomasnow.[1]its tuft sprout snow spiky blizzard remnant hand eye chest strand shake evergreen icicle body hammer tail other back foot female
461,https://archives.bulbagarden.net/media/upload/thumb/f/f1/0461Weavile.png/70px-0461Weavile.png,Weavile,strong weak frail frail fast light short pickpocket pressure dark ice  weavile 461 predator scratch paw pattern specie pack travel ice weavile bipedalpokémonwith likemamoswine thank leader protrusion fang oval area tree boulder prey cat agility sign forehead center eyelash claw region crown asalolansandshrew speed snow eye intelligence brain jaw body tail weasel gem nature ear feather collar
462,https://archives.bulbagarden.net/media/upload/thumb/f/f5/0462Magnezone.png/70px-0462Magnezone.png,Magnezone,weak strong frail frail slow light short analytic magnet pull sturdy electric steel  magnezone 462 anime pupil diameter creature provocation need attempt sky signal emotion - gravity magnezone source gender saucer ability side field rod likepokémonwhich evolution disc darkness ball presence addition center horseshoe nourishment way head magnet air space sighting people headscrew human wild steel purpose will eye level ease structure body tail robot attack scientist being night reproducing top result edge antenna
463,https://archives.bulbagarden.net/media/upload/thumb/a/a6/0463Lickilicky.png/70px-0463Lickilicky.png,Lickilicky,weak weak frail frail slow light short cloud nine oblivious own tempo normal  lickilicky 463 baby pattern saliva appetite thing stretch finger crumb prey boy length head space forest belly solvent appendage hand record line body tail leftover throat tongue dexterity pink skill foot water
464,https://archives.bulbagarden.net/media/upload/thumb/f/f0/0464Rhyperior.png/70px-0464Rhyperior.png,Rhyperior,strong weak bulky frail slow light short lightning rod reckless solid rock ground rock  rhyperior 464 signature moveingeneration opponent eruption shoulder mountain palm protector protrusion nose finger club foe waist substance brownish arm hole one accident toe projectile head drill ring section masterwork carapace graypokémonwith eyebrow iris balance plate gun rock horn blunt hand blade eye knee elbow move tail attack hide sword armor foot cannon
465,https://archives.bulbagarden.net/media/upload/thumb/5/57/0465Tangrowth.png/70px-0465Tangrowth.png,Tangrowth,strong strong bulky frail slow light short chlorophyll leaf guard regenerator grass  tangrowth 465 predator pair grassland bundle climate finger saucer prey foe male mass arm fruit season growth tip temperate wild mess tangrowth eye shrub body vine foot
466,https://archives.bulbagarden.net/media/upload/thumb/e/e8/0466Electivire.png/70px-0466Electivire.png,Electivire,strong weak frail frail fast light short motor drive vital spirit electric  electivire 466 pair end pattern anime opponent antennae shoulder thunder pulse year finger tree enemy volt charge contact forehead fur cheek energy electivire spot resemble wire stripe fruit toe outlet current type shock tip spark electric punch strength amount spiky amplifie voltage eye hand chest neck city output electricity tail attack foot
467,https://archives.bulbagarden.net/media/upload/thumb/8/82/0467Magmortar.png/70px-0467Magmortar.png,Magmortar,weak strong frail frail slow light short flame body vital spirit fire  magmortar 467 pair hue proportion shoulder spike thigh egg band heat flame fireball foe iron prey part factory arm skin head face claw metal ankle stripedpokémonwith order barrage belly ° hand temperature chamber lip body crater tail shackle organ back method crisp foot cannon leg burning fire
468,https://archives.bulbagarden.net/media/upload/thumb/8/8f/0468Togekiss.png/70px-0468Togekiss.png,Togekiss,weak strong frail frail slow light short hustle serene grace super luck fairy flying  togekiss 468 right place spike left blessing wing underside existence one blue head face time middle sighting people bringer luck gift eye strife triangular turmoil charm body tail conflict other back marking foot feather virtue
469,https://archives.bulbagarden.net/media/upload/thumb/7/79/0469Yanmega.png/70px-0469Yanmega.png,Yanmega,weak strong frail frail fast light short frisk speed boost tinted lens bug flying  yanmega 469 end segment adult third branch bite mouth fang area oval bravery wing shape foe prey mandible power wave one energy spot t head shock tip bug human wild injury process plate speed eye thorax triangular jaw line body tail back leg
470,https://archives.bulbagarden.net/media/upload/thumb/8/80/0470Leafeon.png/70px-0470Leafeon.png,Leafeon,strong weak bulky frail fast light short chlorophyll leaf guard grass  leafeon 470 paw sunlight tree nose hit multitude fragrance fur energy plant way perfume head leave air sharpness resemblance aroma forest mammalian sprout grass eye front chest youth structure body master tail sword ear photosynthesis occasion river leg
471,https://archives.bulbagarden.net/media/upload/thumb/9/91/0471Glaceon.png/70px-0471Glaceon.png,Glaceon,weak strong frail frail slow light short ice body snow cloak ice  glaceon 471 opponent ice flap nose c ability use prey crest protection fur moisture quadrupedal shade blue head needle air tip rhombus dust snow ° resort eye temperature crystal icicle body tail headgear snowfall back ear hair marking powdery foot diamond
472,https://archives.bulbagarden.net/media/upload/thumb/9/94/0472Gliscor.png/70px-0472Gliscor.png,Gliscor,weak weak bulky frail fast light short hyper cutter poison heal sand veil ground flying  gliscor 472 blood specie echolocation soundless place swamp insect mouth fang protrusion tree wing prey extent sort waist substance wind arm underside wave quality obstacle squirrel toe toecholocation claw flight pincer resemblance striation order coloration form forest barb bat eye pine torso neck hop updraft body tail flying ear vampire formgligar glide top practice ground carapace leg pride
473,https://archives.bulbagarden.net/media/upload/thumb/4/4c/0473Mamoswine.png/70px-0473Mamoswine.png,Mamoswine,strong weak frail frail slow light short oblivious snow cloak thick fat ice ground  mamoswine 473 predator population pattern mask place ice year climate mammoth nose world tundra speciman male fur tusk rim reviving boar toe cold potential time face pig goggle region amount muzzle snow eye age tail hunger lastice foot
474,https://archives.bulbagarden.net/media/upload/thumb/6/61/0474Porygon-Z.png/70px-0474Porygon-Z.png,Porygon-Z,weak strong frail frail slow light short adaptability analytic download normal  porygon-z 474 paddle asporygon2 distortion ability shape academic ancienthisui failure relative software porygon2 evolution duck arm power behavior experiment technology movement bull time head ring space people order form incompetence bill eye movesconversionandconversion move fuchsia research distortionsand body engineer tail programming idea porygon color feature dimension result antenna
475,https://archives.bulbagarden.net/media/upload/thumb/9/97/0475Gallade.png/70px-0475Gallade.png,Gallade,strong weak frail frail slow light short justified steadfast psychic fighting  gallade 475 bipedalpokémon signature shoulder spike courtesy appearance itssignature rate protrusion area side foe crest counterpartgardevoir warrior power arm wish help battle situation style head face resemblance valiantbare gladiator plate horn ingeneration eye hip blade chest torso elbow tonfas swordsmanship move body master cape attack helmet back counterpart assistance sword image person leg
476,https://archives.bulbagarden.net/media/upload/thumb/a/ae/0476Probopass.png/70px-0476Probopass.png,Probopass,weak weak bulky bulky slow light short magnet pull sand force sturdy rock steel  probopass 476 proportion opponent exude nose magnetism object side field prey iron direction sand mustache head appliance magnet wild region hat rock eye body attack occasion top
